word, count, percent, cum
angrily, 8, 0.03, 77.50
all’, 8, 0.03, 77.53
“i, 7, 0.03, 77.55
‘there’s, 7, 0.03, 77.58
‘or, 7, 0.03, 77.61
‘he, 7, 0.03, 77.63
‘are, 7, 0.03, 77.66
world, 7, 0.03, 77.69
wondering, 7, 0.03, 77.71
turn, 7, 0.03, 77.74
trees, 7, 0.03, 77.76
tired, 7, 0.03, 77.79
timidly, 7, 0.03, 77.82
tea, 7, 0.03, 77.84
tarts, 7, 0.03, 77.87
surprised, 7, 0.03, 77.90
stood, 7, 0.03, 77.92
sister, 7, 0.03, 77.95
silent, 7, 0.03, 77.98
sight, 7, 0.03, 78.00
rate, 7, 0.03, 78.03
queen’s, 7, 0.03, 78.06
pleased, 7, 0.03, 78.08
open, 7, 0.03, 78.11
neck, 7, 0.03, 78.14
mushroom, 7, 0.03, 78.16
much’, 7, 0.03, 78.19
moral, 7, 0.03, 78.21
mind, 7, 0.03, 78.24
middle, 7, 0.03, 78.27
lory, 7, 0.03, 78.29
listen, 7, 0.03, 78.32
life, 7, 0.03, 78.35
leave, 7, 0.03, 78.37
i’d, 7, 0.03, 78.40
it’ll, 7, 0.03, 78.43
hedgehog, 7, 0.03, 78.45
head’, 7, 0.03, 78.48
haven’t, 7, 0.03, 78.51
has, 7, 0.03, 78.53
happened, 7, 0.03, 78.56
hall, 7, 0.03, 78.59
hadn’t, 7, 0.03, 78.61
grown, 7, 0.03, 78.64
golden, 7, 0.03, 78.66
goes, 7, 0.03, 78.69
generally, 7, 0.03, 78.72
frightened, 7, 0.03, 78.74
fall, 7, 0.03, 78.77
fact, 7, 0.03, 78.80
eagerly, 7, 0.03, 78.82
each, 7, 0.03, 78.85
distance, 7, 0.03, 78.88
deep, 7, 0.03, 78.90
course’, 7, 0.03, 78.93
coming, 7, 0.03, 78.96
bright, 7, 0.03, 78.98
be’, 7, 0.03, 79.01
asleep, 7, 0.03, 79.04
appeared, 7, 0.03, 79.06
alice:, 7, 0.03, 79.09
‘you’re, 6, 0.02, 79.11
‘who, 6, 0.02, 79.13
‘don’t, 6, 0.02, 79.16
yourself, 6, 0.02, 79.18
written, 6, 0.02, 79.20
wood, 6, 0.02, 79.22
watch, 6, 0.02, 79.25
understand, 6, 0.02, 79.27
trembling, 6, 0.02, 79.29
to’, 6, 0.02, 79.31
told, 6, 0.02, 79.34
times, 6, 0.02, 79.36
things’, 6, 0.02, 79.38
so’, 6, 0.02, 79.41
soooop, 6, 0.02, 79.43
song, 6, 0.02, 79.45
sneezing, 6, 0.02, 79.47
slates, 6, 0.02, 79.50
sit, 6, 0.02, 79.52
sharp, 6, 0.02, 79.54
roof, 6, 0.02, 79.56
repeat, 6, 0.02, 79.59
pepper, 6, 0.02, 79.61
others, 6, 0.02, 79.63
one’, 6, 0.02, 79.66
nose, 6, 0.02, 79.68
nobody, 6, 0.02, 79.70
nice, 6, 0.02, 79.72
melancholy, 6, 0.02, 79.75
marked, 6, 0.02, 79.77
manage, 6, 0.02, 79.79
loud, 6, 0.02, 79.81
lobsters, 6, 0.02, 79.84
like’, 6, 0.02, 79.86
learn, 6, 0.02, 79.88
